Line,Field,Expected,Found,Comments
4275,branch_division_id,varchar,7717.0,Max length is 4
4275,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4276,branch_division_id,varchar,1853.0,Max length is 4
4276,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4277,branch_division_id,varchar,1794.0,Max length is 4
4277,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4278,branch_division_id,varchar,1851.0,Max length is 4
4278,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4279,branch_division_id,varchar,1803.0,Max length is 4
4279,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4280,branch_division_id,varchar,1851.0,Max length is 4
4280,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
4281,branch_division_id,varchar,1853.0,Max length is 4
4281,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4282,branch_division_id,varchar,1853.0,Max length is 4
4282,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
4283,branch_division_id,varchar,1853.0,Max length is 4
4283,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4284,branch_division_id,varchar,7698.0,Max length is 4
4284,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4285,branch_division_id,varchar,723.0,Max length is 4
4285,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4286,branch_division_id,varchar,723.0,Max length is 4
4286,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
4287,branch_division_id,varchar,811.0,Max length is 4
4287,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4288,branch_division_id,varchar,1853.0,Max length is 4
4288,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4289,branch_division_id,varchar,1853.0,Max length is 4
4289,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4290,branch_division_id,varchar,1851.0,Max length is 4
4290,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
4291,branch_division_id,varchar,1853.0,Max length is 4
4291,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4292,branch_division_id,varchar,723.0,Max length is 4
4292,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4293,branch_division_id,varchar,723.0,Max length is 4
4293,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
4294,branch_division_id,varchar,1853.0,Max length is 4
4294,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4295,branch_division_id,varchar,723.0,Max length is 4
4295,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4296,branch_division_id,varchar,1853.0,Max length is 4
4296,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4297,branch_division_id,varchar,1853.0,Max length is 4
4297,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4298,branch_division_id,varchar,723.0,Max length is 4
4298,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4299,branch_division_id,varchar,1833.0,Max length is 4
4299,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4300,branch_division_id,varchar,723.0,Max length is 4
4300,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
4301,branch_division_id,varchar,1853.0,Max length is 4
4301,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
4302,branch_division_id,varchar,1853.0,Max length is 4
4302,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4303,branch_division_id,varchar,1835.0,Max length is 4
4303,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
4304,branch_division_id,varchar,1853.0,Max length is 4
4304,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4305,branch_division_id,varchar,723.0,Max length is 4
4305,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4306,branch_division_id,varchar,1835.0,Max length is 4
4306,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4307,branch_division_id,varchar,723.0,Max length is 4
4307,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
4308,branch_division_id,varchar,814.0,Max length is 4
4308,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
4309,branch_division_id,varchar,1810.0,Max length is 4
4309,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
4310,branch_division_id,varchar,1853.0,Max length is 4
4310,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4311,branch_division_id,varchar,1853.0,Max length is 4
4311,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4312,branch_division_id,varchar,1853.0,Max length is 4
4312,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
4313,branch_division_id,varchar,1808.0,Max length is 4
4313,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4314,branch_division_id,varchar,723.0,Max length is 4
4314,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4315,branch_division_id,varchar,1797.0,Max length is 4
4315,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4316,branch_division_id,varchar,723.0,Max length is 4
4316,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4317,branch_division_id,varchar,816.0,Max length is 4
4317,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4318,branch_division_id,varchar,723.0,Max length is 4
4318,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
4319,branch_division_id,varchar,7717.0,Max length is 4
4319,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4320,branch_division_id,varchar,837.0,Max length is 4
4320,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4321,branch_division_id,varchar,1826.0,Max length is 4
4321,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4322,branch_division_id,varchar,1851.0,Max length is 4
4322,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
4323,branch_division_id,varchar,1851.0,Max length is 4
4323,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
4324,branch_division_id,varchar,1851.0,Max length is 4
4324,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
4325,branch_division_id,varchar,827.0,Max length is 4
4325,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
4326,branch_division_id,varchar,827.0,Max length is 4
4326,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4327,branch_division_id,varchar,830.0,Max length is 4
4327,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4328,branch_division_id,varchar,810.0,Max length is 4
4328,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4329,branch_division_id,varchar,1852.0,Max length is 4
4329,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4330,branch_division_id,varchar,723.0,Max length is 4
4330,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4331,branch_division_id,varchar,1852.0,Max length is 4
4331,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
4332,branch_division_id,varchar,1851.0,Max length is 4
4332,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4333,branch_division_id,varchar,723.0,Max length is 4
4333,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4334,branch_division_id,varchar,723.0,Max length is 4
4334,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
4335,branch_division_id,varchar,723.0,Max length is 4
4335,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4336,branch_division_id,varchar,842.0,Max length is 4
4336,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
4337,branch_division_id,varchar,1851.0,Max length is 4
4337,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4338,branch_division_id,varchar,810.0,Max length is 4
4338,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4339,branch_division_id,varchar,814.0,Max length is 4
4339,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4340,branch_division_id,varchar,723.0,Max length is 4
4340,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4341,branch_division_id,varchar,723.0,Max length is 4
4341,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
4342,branch_division_id,varchar,723.0,Max length is 4
4342,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4343,branch_division_id,varchar,715.0,Max length is 4
4343,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4344,branch_division_id,varchar,715.0,Max length is 4
4344,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
4345,branch_division_id,varchar,715.0,Max length is 4
4345,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4346,branch_division_id,varchar,715.0,Max length is 4
4346,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4347,branch_division_id,varchar,1806.0,Max length is 4
4347,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4348,branch_division_id,varchar,1816.0,Max length is 4
4348,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4349,branch_division_id,varchar,1853.0,Max length is 4
4349,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4350,branch_division_id,varchar,1853.0,Max length is 4
4350,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4351,branch_division_id,varchar,1853.0,Max length is 4
4351,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4352,branch_division_id,varchar,1853.0,Max length is 4
4352,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4353,branch_division_id,varchar,1853.0,Max length is 4
4353,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4354,branch_division_id,varchar,1853.0,Max length is 4
4354,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4355,branch_division_id,varchar,1853.0,Max length is 4
4355,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
4356,branch_division_id,varchar,1853.0,Max length is 4
4356,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4357,branch_division_id,varchar,1794.0,Max length is 4
4357,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4358,branch_division_id,varchar,1853.0,Max length is 4
4358,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4359,branch_division_id,varchar,1853.0,Max length is 4
4359,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4360,branch_division_id,varchar,1853.0,Max length is 4
4360,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4361,branch_division_id,varchar,1851.0,Max length is 4
4361,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
4362,branch_division_id,varchar,814.0,Max length is 4
4362,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
4363,branch_division_id,varchar,723.0,Max length is 4
4363,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4364,branch_division_id,varchar,723.0,Max length is 4
4364,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
4365,branch_division_id,varchar,811.0,Max length is 4
4365,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
4366,branch_division_id,varchar,1795.0,Max length is 4
4366,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4367,branch_division_id,varchar,811.0,Max length is 4
4367,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4368,branch_division_id,varchar,827.0,Max length is 4
4368,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4369,branch_division_id,varchar,723.0,Max length is 4
4369,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4370,branch_division_id,varchar,723.0,Max length is 4
4370,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4371,branch_division_id,varchar,1851.0,Max length is 4
4371,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4372,branch_division_id,varchar,1851.0,Max length is 4
4372,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
4373,branch_division_id,varchar,1851.0,Max length is 4
4373,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4374,branch_division_id,varchar,816.0,Max length is 4
4374,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4375,branch_division_id,varchar,1841.0,Max length is 4
4375,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4376,branch_division_id,varchar,1802.0,Max length is 4
4376,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4377,branch_division_id,varchar,1802.0,Max length is 4
4377,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4378,branch_division_id,varchar,1802.0,Max length is 4
4378,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4379,branch_division_id,varchar,1802.0,Max length is 4
4379,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
4380,branch_division_id,varchar,830.0,Max length is 4
4380,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4381,branch_division_id,varchar,1794.0,Max length is 4
4381,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
4382,branch_division_id,varchar,819.0,Max length is 4
4382,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4383,branch_division_id,varchar,819.0,Max length is 4
4383,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4384,branch_division_id,varchar,723.0,Max length is 4
4384,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4385,branch_division_id,varchar,1810.0,Max length is 4
4385,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
4386,branch_division_id,varchar,723.0,Max length is 4
4386,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4387,branch_division_id,varchar,1821.0,Max length is 4
4387,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
4388,branch_division_id,varchar,1821.0,Max length is 4
4388,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
4389,branch_division_id,varchar,1851.0,Max length is 4
4389,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
4390,branch_division_id,varchar,811.0,Max length is 4
4390,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4391,branch_division_id,varchar,1851.0,Max length is 4
4391,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
4392,branch_division_id,varchar,1853.0,Max length is 4
4392,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
4393,branch_division_id,varchar,1793.0,Max length is 4
4393,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4394,branch_division_id,varchar,1802.0,Max length is 4
4394,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4395,branch_division_id,varchar,1793.0,Max length is 4
4395,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
4396,branch_division_id,varchar,1793.0,Max length is 4
4396,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4397,branch_division_id,varchar,844.0,Max length is 4
4397,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4398,branch_division_id,varchar,844.0,Max length is 4
4398,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4399,branch_division_id,varchar,844.0,Max length is 4
4399,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4400,branch_division_id,varchar,1853.0,Max length is 4
4400,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4401,branch_division_id,varchar,1808.0,Max length is 4
4401,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4402,branch_division_id,varchar,1853.0,Max length is 4
4402,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4403,branch_division_id,varchar,723.0,Max length is 4
4403,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4404,branch_division_id,varchar,723.0,Max length is 4
4404,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4405,branch_division_id,varchar,723.0,Max length is 4
4405,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4406,branch_division_id,varchar,723.0,Max length is 4
4406,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
4407,branch_division_id,varchar,810.0,Max length is 4
4407,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4408,branch_division_id,varchar,831.0,Max length is 4
4408,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4409,branch_division_id,varchar,7717.0,Max length is 4
4409,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4410,branch_division_id,varchar,7717.0,Max length is 4
4410,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4411,branch_division_id,varchar,815.0,Max length is 4
4411,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4412,branch_division_id,varchar,844.0,Max length is 4
4412,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4413,branch_division_id,varchar,815.0,Max length is 4
4413,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4414,branch_division_id,varchar,815.0,Max length is 4
4414,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4415,branch_division_id,varchar,1802.0,Max length is 4
4415,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4416,branch_division_id,varchar,7709.0,Max length is 4
4416,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4417,branch_division_id,varchar,1809.0,Max length is 4
4417,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4418,branch_division_id,varchar,1809.0,Max length is 4
4418,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4419,branch_division_id,varchar,723.0,Max length is 4
4419,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4420,branch_division_id,varchar,1809.0,Max length is 4
4420,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4421,branch_division_id,varchar,815.0,Max length is 4
4421,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4422,branch_division_id,varchar,1809.0,Max length is 4
4422,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4423,branch_division_id,varchar,1809.0,Max length is 4
4423,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4424,branch_division_id,varchar,1809.0,Max length is 4
4424,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4425,branch_division_id,varchar,1809.0,Max length is 4
4425,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4426,branch_division_id,varchar,723.0,Max length is 4
4426,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4427,branch_division_id,varchar,723.0,Max length is 4
4427,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4428,branch_division_id,varchar,723.0,Max length is 4
4428,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4429,branch_division_id,varchar,723.0,Max length is 4
4429,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4430,branch_division_id,varchar,827.0,Max length is 4
4430,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4431,branch_division_id,varchar,815.0,Max length is 4
4431,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4432,branch_division_id,varchar,1794.0,Max length is 4
4432,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4433,branch_division_id,varchar,811.0,Max length is 4
4433,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4434,branch_division_id,varchar,1851.0,Max length is 4
4434,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
4435,branch_division_id,varchar,1851.0,Max length is 4
4435,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
4436,branch_division_id,varchar,1851.0,Max length is 4
4436,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4437,branch_division_id,varchar,1851.0,Max length is 4
4437,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4438,branch_division_id,varchar,1851.0,Max length is 4
4438,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4439,branch_division_id,varchar,1851.0,Max length is 4
4439,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4440,branch_division_id,varchar,7717.0,Max length is 4
4440,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4441,branch_division_id,varchar,1853.0,Max length is 4
4441,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
4442,branch_division_id,varchar,1853.0,Max length is 4
4442,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
4443,branch_division_id,varchar,1853.0,Max length is 4
4443,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
4444,branch_division_id,varchar,1853.0,Max length is 4
4444,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
4445,branch_division_id,varchar,837.0,Max length is 4
4445,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
4446,branch_division_id,varchar,837.0,Max length is 4
4446,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
4447,branch_division_id,varchar,7716.0,Max length is 4
4447,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4448,branch_division_id,varchar,1851.0,Max length is 4
4448,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
4449,branch_division_id,varchar,1851.0,Max length is 4
4449,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
4450,branch_division_id,varchar,837.0,Max length is 4
4450,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
4451,branch_division_id,varchar,837.0,Max length is 4
4451,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
4452,branch_division_id,varchar,1802.0,Max length is 4
4452,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4453,branch_division_id,varchar,1810.0,Max length is 4
4453,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
4454,branch_division_id,varchar,723.0,Max length is 4
4454,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4455,branch_division_id,varchar,811.0,Max length is 4
4455,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4456,branch_division_id,varchar,819.0,Max length is 4
4456,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
4457,branch_division_id,varchar,1853.0,Max length is 4
4457,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4458,branch_division_id,varchar,1853.0,Max length is 4
4458,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
4459,branch_division_id,varchar,813.0,Max length is 4
4459,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4460,branch_division_id,varchar,1853.0,Max length is 4
4460,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4461,branch_division_id,varchar,1851.0,Max length is 4
4461,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
4462,branch_division_id,varchar,1816.0,Max length is 4
4462,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
4463,branch_division_id,varchar,1802.0,Max length is 4
4463,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4464,branch_division_id,varchar,1853.0,Max length is 4
4464,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4465,branch_division_id,varchar,832.0,Max length is 4
4465,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
4466,branch_division_id,varchar,758.0,Max length is 4
4466,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4467,branch_division_id,varchar,814.0,Max length is 4
4467,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
4468,branch_division_id,varchar,814.0,Max length is 4
4468,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
4469,branch_division_id,varchar,1806.0,Max length is 4
4469,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4470,branch_division_id,varchar,1851.0,Max length is 4
4470,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
4471,branch_division_id,varchar,1853.0,Max length is 4
4471,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4472,branch_division_id,varchar,1829.0,Max length is 4
4472,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4473,branch_division_id,varchar,715.0,Max length is 4
4473,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4474,branch_division_id,varchar,1851.0,Max length is 4
4474,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
4475,branch_division_id,varchar,1851.0,Max length is 4
4475,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
4476,branch_division_id,varchar,7716.0,Max length is 4
4476,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4477,branch_division_id,varchar,1795.0,Max length is 4
4477,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4478,branch_division_id,varchar,830.0,Max length is 4
4478,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4479,branch_division_id,varchar,830.0,Max length is 4
4479,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4480,branch_division_id,varchar,834.0,Max length is 4
4480,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4481,branch_division_id,varchar,723.0,Max length is 4
4481,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
4482,branch_division_id,varchar,837.0,Max length is 4
4482,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
4483,branch_division_id,varchar,1808.0,Max length is 4
4483,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4484,branch_division_id,varchar,1826.0,Max length is 4
4484,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4485,branch_division_id,varchar,723.0,Max length is 4
4485,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
4486,branch_division_id,varchar,1853.0,Max length is 4
4486,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
4487,branch_division_id,varchar,7717.0,Max length is 4
4487,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
