Line,Field,Expected,Found,Comments
2,branch_division_id,varchar,1809.0,Max length is 4
2,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
3,branch_division_id,varchar,1853.0,Max length is 4
3,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
4,branch_division_id,varchar,715.0,Max length is 4
4,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
5,branch_division_id,varchar,815.0,Max length is 4
5,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
6,branch_division_id,varchar,723.0,Max length is 4
6,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
7,branch_division_id,varchar,1794.0,Max length is 4
7,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
8,branch_division_id,varchar,723.0,Max length is 4
8,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
9,branch_division_id,varchar,1853.0,Max length is 4
9,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
10,branch_division_id,varchar,723.0,Max length is 4
10,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
11,branch_division_id,varchar,723.0,Max length is 4
11,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
12,branch_division_id,varchar,723.0,Max length is 4
12,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
13,branch_division_id,varchar,1826.0,Max length is 4
13,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
14,branch_division_id,varchar,830.0,Max length is 4
14,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
15,branch_division_id,varchar,830.0,Max length is 4
15,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
16,branch_division_id,varchar,1794.0,Max length is 4
16,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
17,branch_division_id,varchar,1853.0,Max length is 4
17,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
18,branch_division_id,varchar,841.0,Max length is 4
18,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
19,branch_division_id,varchar,723.0,Max length is 4
19,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
20,branch_division_id,varchar,841.0,Max length is 4
20,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
21,branch_division_id,varchar,1809.0,Max length is 4
21,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
22,branch_division_id,varchar,723.0,Max length is 4
22,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
23,branch_division_id,varchar,723.0,Max length is 4
23,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
24,branch_division_id,varchar,814.0,Max length is 4
24,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
25,branch_division_id,varchar,842.0,Max length is 4
25,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
26,branch_division_id,varchar,830.0,Max length is 4
26,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
27,branch_division_id,varchar,1808.0,Max length is 4
27,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
28,branch_division_id,varchar,723.0,Max length is 4
28,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
29,branch_division_id,varchar,723.0,Max length is 4
29,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
30,branch_division_id,varchar,723.0,Max length is 4
30,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
31,branch_division_id,varchar,1794.0,Max length is 4
31,resdl_mt_ctrct_d_number,number,7.0,Valid thousands separator is '.' or none
32,branch_division_id,varchar,814.0,Max length is 4
32,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
33,branch_division_id,varchar,1826.0,Max length is 4
33,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
34,branch_division_id,varchar,758.0,Max length is 4
34,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
35,branch_division_id,varchar,830.0,Max length is 4
35,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
36,branch_division_id,varchar,723.0,Max length is 4
36,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
37,branch_division_id,varchar,1794.0,Max length is 4
37,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
38,branch_division_id,varchar,1794.0,Max length is 4
38,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
39,branch_division_id,varchar,715.0,Max length is 4
39,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
40,branch_division_id,varchar,715.0,Max length is 4
40,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
41,branch_division_id,varchar,715.0,Max length is 4
41,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
42,branch_division_id,varchar,715.0,Max length is 4
42,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
43,branch_division_id,varchar,715.0,Max length is 4
43,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
44,branch_division_id,varchar,1797.0,Max length is 4
44,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
45,branch_division_id,varchar,814.0,Max length is 4
45,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
46,branch_division_id,varchar,842.0,Max length is 4
46,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
47,branch_division_id,varchar,842.0,Max length is 4
47,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
48,branch_division_id,varchar,723.0,Max length is 4
48,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
49,branch_division_id,varchar,1794.0,Max length is 4
49,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
50,branch_division_id,varchar,723.0,Max length is 4
50,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
51,branch_division_id,varchar,723.0,Max length is 4
51,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
52,branch_division_id,varchar,1808.0,Max length is 4
52,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
53,branch_division_id,varchar,723.0,Max length is 4
53,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
54,branch_division_id,varchar,723.0,Max length is 4
54,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
55,branch_division_id,varchar,841.0,Max length is 4
55,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
56,branch_division_id,varchar,1802.0,Max length is 4
56,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
57,branch_division_id,varchar,723.0,Max length is 4
57,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
58,branch_division_id,varchar,723.0,Max length is 4
58,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
59,branch_division_id,varchar,723.0,Max length is 4
59,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
60,branch_division_id,varchar,818.0,Max length is 4
60,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
61,branch_division_id,varchar,1853.0,Max length is 4
61,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
62,branch_division_id,varchar,723.0,Max length is 4
62,resdl_mt_ctrct_d_number,number,7.0,Valid thousands separator is '.' or none
63,branch_division_id,varchar,816.0,Max length is 4
63,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
64,branch_division_id,varchar,830.0,Max length is 4
64,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
65,branch_division_id,varchar,715.0,Max length is 4
65,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
66,branch_division_id,varchar,1809.0,Max length is 4
66,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
67,branch_division_id,varchar,715.0,Max length is 4
67,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
68,branch_division_id,varchar,715.0,Max length is 4
68,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
69,branch_division_id,varchar,715.0,Max length is 4
69,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
70,branch_division_id,varchar,830.0,Max length is 4
70,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
71,branch_division_id,varchar,723.0,Max length is 4
71,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
72,branch_division_id,varchar,723.0,Max length is 4
72,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
73,branch_division_id,varchar,816.0,Max length is 4
73,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
74,branch_division_id,varchar,1804.0,Max length is 4
74,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
75,branch_division_id,varchar,1804.0,Max length is 4
75,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
76,branch_division_id,varchar,723.0,Max length is 4
76,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
77,branch_division_id,varchar,723.0,Max length is 4
77,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
78,branch_division_id,varchar,723.0,Max length is 4
78,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
79,branch_division_id,varchar,723.0,Max length is 4
79,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
80,branch_division_id,varchar,1803.0,Max length is 4
80,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
81,branch_division_id,varchar,723.0,Max length is 4
81,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
82,branch_division_id,varchar,1853.0,Max length is 4
82,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
83,branch_division_id,varchar,816.0,Max length is 4
83,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
84,branch_division_id,varchar,816.0,Max length is 4
84,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
85,branch_division_id,varchar,1853.0,Max length is 4
85,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
86,branch_division_id,varchar,816.0,Max length is 4
86,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
87,branch_division_id,varchar,723.0,Max length is 4
87,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
88,branch_division_id,varchar,1803.0,Max length is 4
88,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
89,branch_division_id,varchar,1853.0,Max length is 4
89,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
90,branch_division_id,varchar,686.0,Max length is 4
90,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
91,branch_division_id,varchar,1853.0,Max length is 4
91,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
92,branch_division_id,varchar,1853.0,Max length is 4
92,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
93,branch_division_id,varchar,1794.0,Max length is 4
93,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
94,branch_division_id,varchar,816.0,Max length is 4
94,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
95,branch_division_id,varchar,1830.0,Max length is 4
95,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
96,branch_division_id,varchar,1803.0,Max length is 4
96,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
97,branch_division_id,varchar,842.0,Max length is 4
97,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
98,branch_division_id,varchar,1851.0,Max length is 4
98,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
99,branch_division_id,varchar,723.0,Max length is 4
99,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
100,branch_division_id,varchar,723.0,Max length is 4
100,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
101,branch_division_id,varchar,816.0,Max length is 4
101,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
102,branch_division_id,varchar,816.0,Max length is 4
102,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
103,branch_division_id,varchar,816.0,Max length is 4
103,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
104,branch_division_id,varchar,818.0,Max length is 4
104,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
105,branch_division_id,varchar,1794.0,Max length is 4
105,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
106,branch_division_id,varchar,1826.0,Max length is 4
106,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
107,branch_division_id,varchar,1794.0,Max length is 4
107,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
108,branch_division_id,varchar,818.0,Max length is 4
108,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
109,branch_division_id,varchar,1826.0,Max length is 4
109,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
110,branch_division_id,varchar,1826.0,Max length is 4
110,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
111,branch_division_id,varchar,2239.0,Max length is 4
111,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
112,branch_division_id,varchar,1851.0,Max length is 4
112,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
113,branch_division_id,varchar,1853.0,Max length is 4
113,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
114,branch_division_id,varchar,1851.0,Max length is 4
114,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
115,branch_division_id,varchar,837.0,Max length is 4
115,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
116,branch_division_id,varchar,1851.0,Max length is 4
116,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
117,branch_division_id,varchar,837.0,Max length is 4
117,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
118,branch_division_id,varchar,814.0,Max length is 4
118,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
119,branch_division_id,varchar,723.0,Max length is 4
119,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
120,branch_division_id,varchar,1852.0,Max length is 4
120,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
121,branch_division_id,varchar,1851.0,Max length is 4
121,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
122,branch_division_id,varchar,1851.0,Max length is 4
122,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
123,branch_division_id,varchar,723.0,Max length is 4
123,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
124,branch_division_id,varchar,723.0,Max length is 4
124,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
125,branch_division_id,varchar,827.0,Max length is 4
125,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
126,branch_division_id,varchar,816.0,Max length is 4
126,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
127,branch_division_id,varchar,1808.0,Max length is 4
127,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
128,branch_division_id,varchar,1851.0,Max length is 4
128,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
129,branch_division_id,varchar,1794.0,Max length is 4
129,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
130,branch_division_id,varchar,1851.0,Max length is 4
130,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
131,branch_division_id,varchar,723.0,Max length is 4
131,resdl_mt_ctrct_d_number,number,7.0,Valid thousands separator is '.' or none
132,branch_division_id,varchar,723.0,Max length is 4
132,resdl_mt_ctrct_d_number,number,7.0,Valid thousands separator is '.' or none
133,branch_division_id,varchar,1826.0,Max length is 4
133,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
134,branch_division_id,varchar,723.0,Max length is 4
134,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
135,branch_division_id,varchar,723.0,Max length is 4
135,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
136,branch_division_id,varchar,1794.0,Max length is 4
136,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
137,branch_division_id,varchar,1851.0,Max length is 4
137,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
138,branch_division_id,varchar,1853.0,Max length is 4
138,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
139,branch_division_id,varchar,1853.0,Max length is 4
139,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
140,branch_division_id,varchar,1853.0,Max length is 4
140,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
141,branch_division_id,varchar,1853.0,Max length is 4
141,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
142,branch_division_id,varchar,1853.0,Max length is 4
142,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
143,branch_division_id,varchar,1852.0,Max length is 4
143,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
144,branch_division_id,varchar,841.0,Max length is 4
144,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
145,branch_division_id,varchar,1853.0,Max length is 4
145,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
146,branch_division_id,varchar,723.0,Max length is 4
146,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
147,branch_division_id,varchar,814.0,Max length is 4
147,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
148,branch_division_id,varchar,723.0,Max length is 4
148,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
149,branch_division_id,varchar,837.0,Max length is 4
149,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
150,branch_division_id,varchar,837.0,Max length is 4
150,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
151,branch_division_id,varchar,1816.0,Max length is 4
151,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
152,branch_division_id,varchar,1810.0,Max length is 4
152,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
153,branch_division_id,varchar,1799.0,Max length is 4
153,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
154,branch_division_id,varchar,1826.0,Max length is 4
154,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
155,branch_division_id,varchar,837.0,Max length is 4
155,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
156,branch_division_id,varchar,723.0,Max length is 4
156,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
157,branch_division_id,varchar,1851.0,Max length is 4
157,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
158,branch_division_id,varchar,837.0,Max length is 4
158,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
159,branch_division_id,varchar,837.0,Max length is 4
159,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
160,branch_division_id,varchar,837.0,Max length is 4
160,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
161,branch_division_id,varchar,837.0,Max length is 4
161,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
162,branch_division_id,varchar,1826.0,Max length is 4
162,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
163,branch_division_id,varchar,1810.0,Max length is 4
163,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
164,branch_division_id,varchar,1826.0,Max length is 4
164,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
165,branch_division_id,varchar,1852.0,Max length is 4
165,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
166,branch_division_id,varchar,1851.0,Max length is 4
166,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
167,branch_division_id,varchar,1851.0,Max length is 4
167,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
168,branch_division_id,varchar,1852.0,Max length is 4
168,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
169,branch_division_id,varchar,1794.0,Max length is 4
169,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
170,branch_division_id,varchar,723.0,Max length is 4
170,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
171,branch_division_id,varchar,723.0,Max length is 4
171,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
172,branch_division_id,varchar,1851.0,Max length is 4
172,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
173,branch_division_id,varchar,1853.0,Max length is 4
173,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
174,branch_division_id,varchar,837.0,Max length is 4
174,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
175,branch_division_id,varchar,1853.0,Max length is 4
175,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
176,branch_division_id,varchar,1826.0,Max length is 4
176,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
177,branch_division_id,varchar,723.0,Max length is 4
177,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
178,branch_division_id,varchar,819.0,Max length is 4
178,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
179,branch_division_id,varchar,837.0,Max length is 4
179,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
180,branch_division_id,varchar,837.0,Max length is 4
180,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
181,branch_division_id,varchar,1853.0,Max length is 4
181,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
182,branch_division_id,varchar,1853.0,Max length is 4
182,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
183,branch_division_id,varchar,1810.0,Max length is 4
183,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
184,branch_division_id,varchar,827.0,Max length is 4
184,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
185,branch_division_id,varchar,814.0,Max length is 4
185,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
186,branch_division_id,varchar,814.0,Max length is 4
186,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
187,branch_division_id,varchar,687.0,Max length is 4
187,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
188,branch_division_id,varchar,1851.0,Max length is 4
188,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
189,branch_division_id,varchar,723.0,Max length is 4
189,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
190,branch_division_id,varchar,810.0,Max length is 4
190,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
191,branch_division_id,varchar,1810.0,Max length is 4
191,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
192,branch_division_id,varchar,810.0,Max length is 4
192,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
193,branch_division_id,varchar,1826.0,Max length is 4
193,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
194,branch_division_id,varchar,723.0,Max length is 4
194,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
195,branch_division_id,varchar,687.0,Max length is 4
195,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
196,branch_division_id,varchar,832.0,Max length is 4
196,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
197,branch_division_id,varchar,1851.0,Max length is 4
197,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
198,branch_division_id,varchar,1851.0,Max length is 4
198,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
199,branch_division_id,varchar,723.0,Max length is 4
199,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
200,branch_division_id,varchar,1853.0,Max length is 4
200,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
201,branch_division_id,varchar,1853.0,Max length is 4
201,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
202,branch_division_id,varchar,819.0,Max length is 4
202,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
203,branch_division_id,varchar,1853.0,Max length is 4
203,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
204,branch_division_id,varchar,844.0,Max length is 4
204,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
205,branch_division_id,varchar,723.0,Max length is 4
205,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
206,branch_division_id,varchar,819.0,Max length is 4
206,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
207,branch_division_id,varchar,1810.0,Max length is 4
207,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
208,branch_division_id,varchar,1810.0,Max length is 4
208,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
209,branch_division_id,varchar,1817.0,Max length is 4
209,resdl_mt_ctrct_d_number,number,7.0,Valid thousands separator is '.' or none
210,branch_division_id,varchar,1852.0,Max length is 4
210,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
211,branch_division_id,varchar,1829.0,Max length is 4
211,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
212,branch_division_id,varchar,723.0,Max length is 4
212,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
213,branch_division_id,varchar,723.0,Max length is 4
213,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
214,branch_division_id,varchar,1829.0,Max length is 4
214,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
215,branch_division_id,varchar,1851.0,Max length is 4
215,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
216,branch_division_id,varchar,1851.0,Max length is 4
216,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
217,branch_division_id,varchar,723.0,Max length is 4
217,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
218,branch_division_id,varchar,819.0,Max length is 4
218,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
219,branch_division_id,varchar,1826.0,Max length is 4
219,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
220,branch_division_id,varchar,810.0,Max length is 4
220,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
221,branch_division_id,varchar,1853.0,Max length is 4
221,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
222,branch_division_id,varchar,1853.0,Max length is 4
